code_metier;nom_usuel;adresse;code_postal;code_insee;code_dpt;code_reg;nom_commune;x_wgs84;y_wgs84
SSP00035760101;MIRAMBET;2295 ROUTE DE ROQUEFORT;40120;40058;40;75;CACHEN;-0.40288243;44.06278
SSP00036590101;CRE de Boé Parc 2;BOÉ (47);47240;47051;47;75;CASTELCULIER;0.686765;44.17269
SSP00021770101;INCINERATEUR D'AUVILLAR;AUVILLAR;82340;82008;82;76;AUVILLAR;0.89532655;44.060207
SSP00021780101;AGENCE D'EXPLOITATION EDF GDF SERVICES (ANCIENNE USINE A GAZ);5 RUE DU GAZ;82100;82033;82;76;CASTELSARRASIN;1.103034;44.03729
SSP00021750101;CENTRE EDF GDF (ANCIENNE USINE A GAZ);RUE PAUL RIQUET;82400;82186;82;76;VALENCE;0.89176947;44.104626
SSP00037760101;Ancien crassier SADEFA;1 AVENUE DE L''USINE;47500;47106;47;75;FUMEL;0.95250255;44.488445
SSP00039370101;Décharge municipale de Casteljaloux;PINS DE L''AVANCE- AUX MARAIS;47700;47052;47;75;CASTELJALOUX;0.077640936;44.30041
SSP00037800101;CELLULOSE DU PIN;590 AVENUE GASTON LESCOUZERES;40120;40014;40;75;ARUE;-0.31546625;44.046642
SSP00039380101;Décharge de Foulayronnes;DOUMENS;47510;47100;47;75;FOULAYRONNES;0.62912107;44.246944
SSP00009080101;Ancienne décharge des Fossés;LES FOSSÉS;35220;35068;35;53;CHATEAUBOURG;-1.4255688;48.102074
SSP00037800101;CELLULOSE DU PIN;590 AVENUE GASTON LESCOUZERES;40120;40245;40;75;ROQUEFORT;-0.31546625;44.046642
SSP00038000101;LESPARRE EURL;LAPUZOQUE;47170;47302;47;75;SOS;0.15401825;44.0635
SSP00041120101;Décharge de Captieux Maharan;MAHARAN;33840;33095;33;75;CAPTIEUX;-0.27349287;44.307446
SSP00038020101;Anciens Hauts Fourneaux;AVENUE DE L''USINE;47500;47106;47;75;FUMEL;0.9620269;44.491615
SSP00039690101;SICTOM;TICHE;33410;33392;33;75;SAINTE CROIX DU MONT;-0.2537359;44.607155
SSP00039880101;Decharge de Grignols;DOUC BLANC;33690;33271;33;75;MARIONS;-0.08985968;44.345375
SSP00043480101;Ancienne usine à gaz - Agence d'exploitation d'EDF / GDF;41 AVENUE CHARLES BOISVERT;47200;47157;47;75;MARMANDE;0.16953443;44.49518
SSP00042150101;CARAUTOROUTES;AIRES DE BAZADAIS NORD ET SUD;33190;33331;33;75;PONDAURAT;-0.08048813;44.519608
SSP00040130101;Décharge de Captieux St Blaise ou  Sauvagnon;« SAINT BLAISE » OU « SAUVAGNON »;33840;33095;33;75;CAPTIEUX;-0.26673138;44.279133
SSP00042040101;CODIMATRA (anciens sites);66 RUE FERDINAND BUISSON;47240;47032;47;75;BON ENCONTRE;0.6820561;44.18102
SSP00009050101;Ancienne décharge de Ray et Belle-Vue;RAY- BELLE VUE;35370;35042;35;53;BRIELLES;-1.0781219;47.988876
SSP00042040101;CODIMATRA (anciens sites);66 RUE FERDINAND BUISSON;47240;47051;47;75;CASTELCULIER;0.6820561;44.18102
SSP00069540101;Site de stockage des matériaux issus du naufrage de l'AMOCO CADIZ;LES BOSSÈNES;44480;44052;44;52;DONGES;-2.1002116;47.310303
SSP00043470101;Ancienne usine à gaz - Agence d'exploitation d'EDF / GDF;69 RUE HENRI BARBUSSE;47000;47001;47;75;AGEN;0.6324969;44.2068
SSP00065140101;GAZ DE FRANCE parcelle 1B;4 RUE SAINT-GERMER;60000;60057;60;32;BEAUVAIS;2.0752025;49.431072
SSP00069550101;Gaz de France Direction Transport Région Ouest Roche Maurice (ex-usine à gaz);QUAI EMILE CORMERAIS;44800;44162;44;52;SAINT HERBLAIN;-1.6224607;47.195427
SSP00058490101;Stériles miniers (fiche 85A-M.L.305);PELLOUAILLES;49280;49269;49;52;SAINT CHRISTOPHE DU BOIS;-0.94864553;47.025703
SSP00016010101;Ancienne décharge de la Berhaudière;LA BERHAUDIÈRE;35500;35300;35;53;SAINT M'HERVE;-1.1064755;48.15016
SSP00070100101;ANCIEN DEPOT SHELL;BOULEVARD DE LA LIBERTÉ;44600;44184;44;52;SAINT NAZAIRE;-2.1979785;47.29313
SSP00070180101;ANCIENNE USINE A GAZ de Saint-Nazaire;RUE PHILIPPE LEBON;44600;44184;44;52;SAINT NAZAIRE;-2.2139504;47.276413
SSP00071610101;DALSOUPLE- société saumuroise du caoutchouc;152 RUE DE FLANDRES DUNKERQUE;49400;49328;49;52;SAUMUR;-0.075506486;47.239323
SSP00070250101;Bois et Matériaux (ex WOLSELEY);RUE DES FOURNEAUX;61250;61497;61;28;VALFRAMBERT;0.099866;48.459606
SSP00071550101;MOULINS BROCHET (ex-Minoterie FOURNIER);SEGRE-EN-ANJOU-BLEU;49500;49277;49;52;SAINTE GEMMES D'ANDIGNE;-0.8883534;47.678967
SSP00071320101;Ets DIOT;34 BOULEVARD DE L''INDUSTRIE;49000;49129;49;52;ECOUFLANT;-0.51082593;47.5022
SSP00070260101;FACON;12 RUE CHARLES GIDE;61000;61001;61;28;ALENCON;0.10084598;48.429974
SSP00070710101;SITE DE LA SOCIETE SOAF UNIT;LE HAUT QUIBUT;44590;44051;44;52;DERVAL;-1.6316086;47.685867
SSP00070240101;Ancienne usine à gaz;7 BOULEVARD DUCHAMP;61000;61001;61;28;ALENCON;0.07439089;48.43112
SSP00071360101;PRODEC METAL;CHEMIN DE LA BRIQUETERIE;33610;33090;33;75;CANEJAN;-0.6652156;44.776478
SSP00070630101;ANCIEN DEPOT DE PRODUITS CHIMIQUES DE LA SOCIETE LANGLOIS CHIMIE;CENTRE DE GROS;44300;44109;44;52;NANTES;-1.5021739;47.257378
SSP00070650101;ANCIENNE CENTRALE THERMIQUE DE NANTES CHEVIRE;RUE DE L''ÎLE BOTTY;44300;44020;44;52;BOUGUENAIS;-1.6073952;47.187824
SSP00071410101;BAUDOU;28 RUE REYNAUD DU MOULIN BP 103;33230;33154;33;75;LES EGLISOTTES ET CHALAURES;-0.03869324;45.10185
SSP00070690101;"CPO (ex- CCO, ex-RONTARD)";5 RUE DE LA VERZÉE;49520;49103;49;52;COMBREE;-1.0318706;47.7018
SSP00015990101;Ancienne décharge de Maigressec;MAIGRESSEC;35140;35282;35;53;SAINT JEAN SUR COUESNON;-1.330001;48.276493
SSP00071300101;OUTILLEURS ANGEVINS;ZONE INDUSTRIELLE DES FOUSSEAUX;49112;49323;49;52;SAINT SYLVAIN D'ANJOU;-0.4714037;47.51453
SSP00071570101;MAJENCIA (ex MACE);BOURG DE PAILLE;49070;49020;49;52;BEAUCOUZE;-0.62547404;47.472927
SSP00072870101;Dépôt Pneus Usagés Cérons;DOMAINE DE SAINT-CRICQ;33720;33120;33;75;CERONS;-0.34014592;44.615425
SSP00071590101;MINOTERIE DE LA VALLEE (ex CAVAL);27 PORT DE LA VALLÉE;49140;49307;49;52;SAINT MATHURIN SUR LOIRE;-0.31949186;47.413197
SSP00044140101;Le Pesquier;8 RUE DE NOMENY;56000;56260;56;53;VANNES;-2.7516916;47.667076
SSP00073040101;RAMELLA;RUE DES JARDINS DE DOMHÉRY;44350;44069;44;52;GUERANDE;-2.436096;47.360302
SSP00007660101;Ancienne déharge de La Drille;LA VIEILLE COUR;35520;35059;35;53;LA CHAPELLE DES FOUGERETZ;-1.7471737;48.165424
SSP00003660101;Ancienne décharge;25 ROUTE DE LA ROBIQUETTE;35500;35194;35;53;MONTREUIL SOUS PEROUSE;-1.2617093;48.135628
SSP00007210101;Ex LANGLOIS Pilate;RUE DE LA PILATE;35136;35281;35;53;SAINT JACQUES DE LA LANDE;-1.6988368;48.090965
SSP00007650101;Ancienne décharge de la Sillandais;;;35076;35;53;CHAVAGNE;-1.7904714;48.0469
SSP00007550101;Ancienne décharge de Linqueniac;ROUTE DE LINQUENIAC;35190;35156;35;53;LONGAULNAY;-1.9453872;48.299423
SSP00007560101;Ancienne décharge de La Noë Huet;NOË HUET;35830;35024;35;53;BETTON;-1.6749591;48.175453
SSP00007590101;Ancienne décharge des Garennes;LES GARENNES;35170;35047;35;53;BRUZ;-1.751062;48.003235
SSP00007650101;Ancienne décharge de la Sillandais;;;35076;35;53;CHAVAGNE;-1.7904714;48.0469
SSP00007630101;Ancienne décharge des Rochers;LES ROCHERS;35135;35055;35;53;CHANTEPIE;-1.5798645;48.08673
SSP00053340101;Ancienne décharge des Bouillons;LES BOUILLONS;22600;22314;22;53;SAINT MAUDAN;-2.778255;48.118774
SSP00007600101;Ancienne décharge de Pince-Poche;CHAMP D''AHAUT;35510;35051;35;53;CESSON SEVIGNE;-1.6060385;48.111256
SSP00008260101;Ancienne décharge du Binon;LE BINON;35600;35013;35;53;BAINS SUR OUST;-2.1051116;47.72966
SSP00007670101;PEUGEOT CITROEN AUTOMOBILES SA;LES HAUTS BOUILLONS;35890;35139;35;53;LAILLE;-1.6895282;47.98531
SSP00007680101;Ancienne décharge de la Haute Porte;LA HAUTE PORTE;35890;35139;35;53;LAILLE;-1.7286658;47.998764
SSP00073080101;rue des ardoises;20 RUE DES ARDOISES;44600;44184;44;52;SAINT NAZAIRE;-2.2323153;47.263496
SSP00009020101;Ancienne décharge de Hade;HADE;35330;35035;35;53;BOVEL;-1.9513124;47.934006
SSP00007690101;Ancienne décharge de Coutance;LES PRIAUX;35650;35240;35;53;LE RHEU;-1.7553017;48.08483
SSP00007710101;Ancienne décharge controlée NETRA;LA FRESLONNIÈRE;35650;35240;35;53;LE RHEU;-1.7596127;48.10717
SSP00026820101;Ancienne décharge du Moulin du Vicomte;LE MOULIN DU VICOMTE;22210;22255;22;53;LA PRENESSAYE;-2.628003;48.19189
SSP00007740101;Ancienne décharge des Marcades;LES MARCADES;35190;35180;35;53;MINIAC SOUS BECHEREL;-1.933309;48.29555
SSP00009280101;Ancienne décharge de la Fleuriais;LA FLEURIAIS;35620;35106;35;53;ERCE EN LAMEE;-1.594579;47.80002
SSP00007800101;Ancienne décharge de la Guibertière;LA GUIBERTIÈRE;35230;35208;35;53;ORGERES;-1.6648829;47.976784
SSP00007780101;Ancienne décharge de la Petite Saudrais;LA PETITE SAUDRAIS;35230;35206;35;53;NOYAL CHATILLON SUR SEICHE;-1.6551138;48.045727
SSP00007810101;Ancienne décharge du Bois de la Boulais;LE BOIS DE LA BOULAIS;35230;35208;35;53;ORGERES;-1.6839772;47.989437
SSP00009140101;Ancienne décharge du Coudray;LE COUDRAY;35330;35084;35;53;COMBLESSAC;-2.0904405;47.89983
SSP00007720101;Ancienne décharge de La Hardinais;LA HARDINAIS;35160;35351;35;53;LE VERGER;-1.9425589;48.05379
SSP00007870101;Ancienne décharge de Mille Club;LAUNAY ROUMOULIN;35760;35278;35;53;SAINT GREGOIRE;-1.7115448;48.171272
SSP00008510101;Ancienne décharge de l'Artoire;L''ARTOIRE;35133;35142;35;53;LANDEAN;-1.1712347;48.415333
SSP00007860101;Ancienne décharge du Pont Hazard;PONT HAZARD;35590;35275;35;53;SAINT GILLES;-1.8364152;48.15772
SSP00007840101;Ancien dépôt - boue de dragage;LES BOUGRIÈRES;35200;35238;35;53;RENNES;-1.7466568;48.08929
SSP00008550101;Ancienne décharge de la Boyère;LA BOYÈRE;35133;35310;35;53;SAINT SAUVEUR DES LANDES;-1.332963;48.345795
SSP00008480101;Ancienne décharge de la Charpenterie;LA CHARPENTERIE;35133;35112;35;53;FLEURIGNE;-1.1259416;48.366257
SSP00007880101;Anciennes décharge du Bas Camp;LE BAS CAMPS;35136;35281;35;53;SAINT JACQUES DE LA LANDE;-1.7511468;48.071774
SSP00007900101;Ancienne décharge du Poncel;LE PONCEL;35770;35352;35;53;VERN SUR SEICHE;-1.6059256;48.037704
SSP00007890101;Ancienne décharge de la Piblais;LA PIBLAIS;35136;35238;35;53;RENNES;-1.7441422;48.080498
SSP00008230101;Ancienne décharge de la Ninochais;LA NINOCHAIS;35600;35013;35;53;BAINS SUR OUST;-2.0753388;47.704132
SSP00007890101;Ancienne décharge de la Piblais;LA PIBLAIS;35136;35281;35;53;SAINT JACQUES DE LA LANDE;-1.7441422;48.080498
SSP00009550101;Ancienne décharge de la Benerais;LA BENERAIS;35470;35202;35;53;LA NOE BLANCHE;-1.7409183;47.787605
SSP00007910101;Ancienne décharge du Lozeret;RUE DU LOZERET;35132;35353;35;53;VEZIN LE COQUET;-1.7543464;48.1117
SSP00010410101;Ancienne décharge de Hoëdic;LE VIEUX PHARE;56170;56085;56;53;HOEDIC;-2.8685157;47.34106
SSP00008490101;Ancienne décharge de la zone industrielle;5 RUE DES FRÈRES DEVÉRIA;35300;35115;35;53;FOUGERES;-1.1908584;48.348183
SSP00008360101;Ancienne décharge de la Praie;LA PRAIE;35660;35237;35;53;RENAC;-2.0164816;47.733543
SSP00008600101;Ancienne décharge de la butte du Vau;LA BUTTE DU VAU;35380;35211;35;53;PAIMPONT;-2.1717763;48.015038
SSP00008620101;Ancienne décharge de Cannehils;CANNEHILS;35380;35223;35;53;PLELAN LE GRAND;-2.0740285;48.004795
SSP00008660101;Ancienne décharge de La Jaroussay;LA JAROUSSAY;35380;35305;35;53;SAINT PERAN;-2.0583935;48.063015
SSP00009040101;Ancienne décharge du Val Fleuri;RUE DU VAL FLEURI;35370;35042;35;53;BRIELLES;-1.0937216;48.00679
SSP00009010101;Ancienne décharge de Saint Thomas;SAINT THOMAS;35890;35033;35;53;BOURG DES COMPTES;-1.73224;47.92665
SSP00009130101;Ancienne décharge des Caves;LES CAVES;35134;35082;35;53;COESMES;-1.4347409;47.879906
SSP00015760101;Ancienne décharge du Faux;LE FAUX;35480;35176;35;53;MESSAC;-1.7838253;47.823505
SSP00008910101;Ancienne décharge du Riffray;LE RIFFRAY;35470;35012;35;53;BAIN DE BRETAGNE;-1.6438166;47.82937
SSP00008920101;Ancienne décharge de la Bachellerie;LA BACHELLERIE;35680;35014;35;53;BAIS;-1.2998421;48.03178
SSP00009170101;Ancienne décharge des Lacs;LES LACS;35500;35087;35;53;CORNILLE;-1.3256369;48.107533
SSP00010640101;Ancienne décharge du Désert;LE DÉSERT;56430;56127;56;53;MAURON;-2.3130388;48.08601
SSP00009370101;Ancienne décharge de la Drouais;LA DROUAIS;35580;35126;35;53;GUICHEN;-1.7986002;47.980152
SSP00008950101;Ancienne décharge de Bélouze;BÉLOUZE;35580;35016;35;53;BAULON;-1.9125859;47.974583
SSP00009340101;Ancienne décharge de la Lande de la Bigotière;LA LANDE DE LA BOGOTIÈRE;35390;35124;35;53;GRAND FOUGERAY;-1.7410328;47.74434
SSP00009360101;Ancienne décharge de l'Hôtel Morel;L''HÔTEL MOREL;35390;35124;35;53;GRAND FOUGERAY;-1.6795171;47.721382
SSP00009490101;Ancienne décharge de la Cordais;LA CORDAIS;35390;35098;35;53;LA DOMINELAIS;-1.6638778;47.747623
SSP00009450101;Ancienne décharge des Chasses;LES CHASSES;35420;35018;35;53;LA BAZOUGE DU DESERT;-1.1446608;48.448196
SSP00009470101;Ancienne décharge de La Roche Pointue;LA ROCHE POINTUE;35340;35031;35;53;LA BOUEXIERE;-1.4356977;48.1645
SSP00009480101;Ancienne décharge de la Giraudais;LA GIRAUDAIS;35340;35031;35;53;LA BOUEXIERE;-1.4223825;48.180824
SSP00009500101;Ancienne décharge des Fontaines;RUE DES FONTAINES;35130;35125;35;53;LA GUERCHE DE BRETAGNE;-1.2400671;47.941093
SSP00009610101;Ancienne décharge de la Chauvinaie;LA CHAUVINAIE;35133;35071;35;53;LE CHATELLIER;-1.2480643;48.42743
SSP00042780101;MAIRIE - St André et Apelles;LES SANDAUX;33220;33369;33;75;SAINT ANDRE ET APPELLES;0.20869039;44.80676
SSP00009510101;Ancienne décharge de la Vannerie;CHEMIN DE LA VANNERIE;35130;35125;35;53;LA GUERCHE DE BRETAGNE;-1.2358305;47.93829
SSP00009640101;Ancienne décharge du Pâtis Vert;LE PÂTIS VERT;35370;35217;35;53;LE PERTRE;-1.0448611;48.026558
SSP00010490101;Ancienne décharge de Hinquins;HINQUINS;56120;56050;56;53;LA CROIX HELLEAN;-2.4936163;47.957794
SSP00009780101;Ancienne décharge de la rue des Epines;RUE DES EPINES;35330;35168;35;53;MAURE DE BRETAGNE;-2.0007763;47.89167
SSP00071380101;RULLEAU;5 CHEMIN DUBOURDIEU;33610;33122;33;75;CESTAS;-0.73928666;44.747963
SSP00009630101;Ancienne décharge du Haut Châble;LE HAUT CHÂBLE;35370;35217;35;53;LE PERTRE;-1.0782194;48.04666
SSP00010280101;Ancienne décharge de Kerléger;LE MARAIS DU POM;56250;56053;56;53;ELVEN;-2.6218503;47.75808
SSP00009700101;Ancienne décharge du Rocher Morin;LE ROCHER MORIN;35450;35154;35;53;LIVRE SUR CHANGEON;-1.361903;48.22025
SSP00009810101;Ancienne décharge de Tréguily;TRÉGUILY;35480;35176;35;53;MESSAC;-1.8412993;47.811264
SSP00034580101;BP Casamène;CHEMIN DE HALAGE;25000;25056;25;27;BESANCON;6.026038;47.21914
SSP00009540101;Ancienne décharge de Bénéhard;BÉNÉHARD;35520;35177;35;53;LA MEZIERE;-1.7520609;48.215656
SSP00009850101;Ancienne décharge des Landes de Bouttier;LES LANDES DE BOUTTIER;35720;35226;35;53;PLEUGUENEUC;-1.876519;48.413223
SSP00010030101;Ancienne décharge de Roussette;ROUSETTE;35460;35341;35;53;TREMBLAY;-1.4849199;48.42449
SSP00004840101;Ancienne usine à gaz;RUE DU LOTISSEMENT PABION;07800;07349;07;84;LA VOULTE SUR RHONE;4.778991;44.805214
SSP00034730101;SMAC ACIEROID;10 BIS RUE LÉO LAGRANGE;25320;25147;25;27;CHEMAUDIN;5.9020886;47.211857
SSP00055740101;Activités minières;LA CHAMÉE;07000;07090;07;84;FLAVIAC;4.645028;44.748768
SSP00003620101;Déposante Jean Gesset;CHEMIN DE LA CROIX MOREAU;18100;18279;18;24;VIERZON;2.0267737;47.23071
SSP00003590101;Station service SASTUARS;48 ROUTE DE PUITS BERTEAU;18100;18279;18;24;VIERZON;2.078105;47.23578
SSP00003610101;Dépôt de boues de la ville de Vierzon;CHEMIN DE LA CROIX MOREAU;18100;18279;18;24;VIERZON;2.0274413;47.23153
SSP00034570101;Ancienne usine à gaz;14 AVENUE DE LA 7ÈME ARMÉE AMÉRICAINE;25000;25056;25;27;BESANCON;6.028359;47.219837
SSP00035290101;SCIERIE DES RONDEYS;RUE DE LATTRE DE TASSIGNY;25210;25512;25;27;LE RUSSEY;6.7220755;47.15722
SSP00071480101;Collège Georges Lavalley;;;50502;50;28;SAINT LO;-1.102983;49.112198
SSP00124340101;"TEPF puits Lacq 22 et Lacq 44 - LA022, LA044";;;64300;64;75;LACQ;-0.62140775;43.407284
SSP00020020101;SEUB (SOCIETE D'EXPLOITATION DE L'USINE DE BOUSSENS);;31360;31084;31;76;BOUSSENS;0.9641628;43.167225
SSP00090220101;SOGAL;;14290;14621;14;28;SAINT MARTIN DE BIENFAITE LA CRESSONNIERE;0.36534622;49.0483
SSP00052520101;Ancien dépôt d’ordures ménagères;;53220;53181;53;52;PONTMAIN;-1.0519804;48.437977
SSP00040700101;ARC Atelier de Composition terrain du quai;AVENUE DU GÉNÉRAL DE GAULLE;62510;62040;62;32;ARQUES;2.2990446;50.73381
SSP00027920101;ALCAN (ex Aluminium Pechiney);ROUTE DES USINES;65300;65258;65;76;LANNEMEZAN;0.3769402;43.09413
SSP4213890101;HOKISS;16 16 rue Léonce Duteil;86100;86066;86;75;CHATELLERAULT;0.53472906;46.826035
SSP00124130101;TEPF puits Le Lanot 6 et manifold MC12 - LLT6 et MC12;CHEMIN HENRI IV;64510;64376;64;75;MEILLON;-0.09606203;15.245855
SSP00054240101;MERCURE BOYS MANUFACTURE (MBM) ZA des Clottées;ZA des Clottées;;72381;72;52;VOIVRES LES LE MANS;0.11158715;47.945194
SSP06968090101;Ancien site minier uranifère - La Prée;La Prée;85500;85017;85;52;BEAUREPAIRE;-1.0797126;46.908875
SSP5948710101;CHARPENTES FRANCAISES (ex BLANVILLAIN);"72 72, route des Grotteaux";41250;41150;41;24;MONT PRES CHAMBORD;1.451457;47.564114
SSP00124380101;TEPF puits Lacommande-101 - LCO101;;;64299;64;75;LACOMMANDE;-0.2564937;23.425611
SSP00071700101;Groupe scolaire saint-joseph;30 RUE DES ROSIERS;14000;14118;14;28;CAEN;-0.37276942;49.1877
SSP00049360101;Blavette;14 Rue du Mans;72240;72089;72;52;CONLIE;-0.014513375;48.12045
SSP00127920101;LE HESRAN;Le Moulin Neuf;44320;44187;44;52;SAINT PERE EN RETZ;-2.037782;47.215004
SSP00073620101;SEGO - OSNY;9 CHAUSSÉE JULES CÉSAR;95520;95476;95;11;OSNY;2.071563;49.04887
SSP41254870101;Zone de dépôts d'Amédée (secteur minier de Planioles);;46100;46175;46;76;LISSAC ET MOURET;2.0120335;44.63366
SSP5730890101;GARAGE COTTAIS ( SARL) ex Ets COTTAIS;route de la Turballe;44350;44069;44;52;GUERANDE;-2.4448986;47.328278
SSP5002380101;ATELIER DE CARROSSERIE MECANIQUE HYDRAULIQUE;37 37 rue de Lisieux;14140;14371;14;28;LIVAROT;0.1504721;49.006237
SSP5943090101;DELCEN SAS;Z.I. Sud  les Hauts de Clos;41100;41269;41;24;VENDOME;1.068105;47.77702
SSP00039710102;"Decharge de Queyrac ""Lassus""";LASSUS;33340;33348;33;75;QUEYRAC;-0.9827313;45.362385
SSP00002100101;PAREXLANKO (ex Lafarge Produits Formules);48 RUE AMPÈRE;77400;77243;77;11;LAGNY SUR MARNE;2.6815054;48.87552
SSP00002210101;FEDIAC;122 AVENUE DU MARÉCHAL DE LATTRE DE TASSIGNY;77400;77243;77;11;LAGNY SUR MARNE;2.687015;48.87794
SSP00040720102;Décharge de Léogeats;PIERRON ET LAURIAU;33210;33237;33;75;LEOGEATS;-0.3639755;44.501312
SSP00011420101;Ancienne décharge du Rézy;LE RÉZY;22150;22060;22;53;GAUSSON;-2.7643712;48.3089
SSP00041630102;Installation technique d'EDF (Site d'une ancienne usine à gaz);42 AVENUE LOUIS LAROCHE;23000;23096;23;75;GUERET;1.8692195;46.17627
SSP00045020101;Société ROYER;7 BIS AVENUE SYLVIE;77500;77108;77;11;CHELLES;2.5933702;48.86969
SSP39409920101;EAP Dégazolinage;"168, 2, 214, 217, 260 Route des Pyrénées";31360;31314;31;76;MANCIOUX;0.96171415;43.16391
SSP39409920101;EAP Dégazolinage;241 Bousquet;31360;31314;31;76;MANCIOUX;0.96171415;43.16391
SSP39409920101;EAP Dégazolinage;30 Route d'Aurignac;31360;31314;31;76;MANCIOUX;0.96171415;43.16391
SSP39409920101;EAP Dégazolinage;9 Route des Pyrenees;31360;31314;31;76;MANCIOUX;0.96171415;43.16391
SSP39409920101;EAP Dégazolinage;;31360;31314;31;76;MANCIOUX;0.96171415;43.16391
SSP00033380101;ETS WATTEL ET FILS;LA PISSATIERE VENDEVILLE;59175;59609;59;32;VENDEVILLE;3.0904224;50.57917
SSP00014620101;Ancienne décharge des Roselais;LES ROSELAIS;22800;22099;22;53;LANFAINS;-2.9081693;48.351818
SSP00009880101;Ancienne décharge de la Fichepalais;LA FICHEPALAIS;35490;35244;35;53;ROMAZY;-1.5008682;48.368256
SSP00010090101;Ancienne décharge de l'Epinay;L''EPINAY;35133;35273;35;53;SAINT GERMAIN EN COGLES;-1.2837726;48.410355
SSP00011300101;Ancienne décharge du Bois Gory;LE BOIS GORY;22100;22026;22;53;CALORGUEN;-2.02701;48.417866
SSP00045190101;Forage fuyard 3068 (Pechelbronn);DANS UNE PRAIRIE EN CONTREBAS DE LA STATION D''ÉPURATION;67250;67254;67;44;KUTZENHAUSEN;7.8602805;48.929882
SSP00010050101;Ancienne décharge de la Rose des Vents;LA ROSE DES VENTS;35460;35191;35;53;MONTOURS;-1.2982733;48.439247
SSP00012470101;Ancienne décharge de Kerleit;KERLEIT;29690;29211;29;53;PLOUYE;-3.7702813;48.329967
SSP00012750101;Ancienne décharge de Fétabry;FÉTABRY;22150;22079;22;53;HENON;-2.6598048;48.374508
SSP00070080101;Les Combustibles de Normandie;;;50218;50;28;GRANVILLE;-1.5996625;48.836098
SSP00070030101;Ancienne usine à gaz;31 ROUTE DE LITTRY;14230;14342;14;28;ISIGNY SUR MER;-1.1006954;49.315624
SSP00071500101;ancienne usine à gaz;RUE DE L''YSER;50000;50502;50;28;SAINT LO;-1.1031076;49.113388
SSP00011280101;Ancienne décharge de la Corderie et ancien stockage de déchets de marées noires;LA CORDERIE;22870;22016;22;53;ILE DE BREHAT;-3.000212;48.84923
SSP00008050101;Ancienne décharge de Biots Bois;Les Biots Bois;;35263;35;53;SAINT COULOMB;-1.8867042;48.67309
SSP00015170101;Ancienne décharge du bourg;8 ROUTE DE PAIMPOL;22860;22233;22;53;PLOURIVO;-3.0705624;48.746296
SSP00009740101;Ancienne décharge de la Ribaudière;LA RIBAUDIÈRE;35420;35162;35;53;LOUVIGNE DU DESERT;-1.1371821;48.506462
SSP00008750101;Ancienne décharge du Vaux Vert;LE VAUX VERT;35610;35247;35;53;ROZ SUR COUESNON;-1.6053991;48.589714
SSP00008780101;Ancienne décharge du Pré;LE PRÉ;35120;35291;35;53;SAINT MARCAN;-1.622285;48.57497
SSP00009690101;Ancienne décharge du Chemin des moulins;LE CHEMIN DES MOULINS;35960;35361;35;53;LE VIVIER SUR MER;-1.789107;48.600166
SSP00008170101;Ancienne décharge de Blessin;;;35299;35;53;SAINT MELOIR DES ONDES;-1.8779066;48.62685
SSP00008110101;Ancienne décharge de La Janais;La Janais;;35288;35;53;SAINT MALO;-1.980067;48.623753
SSP00008770101;Ancienne décharge du Bois Rouge;LE BOIS ROUGE;35120;35259;35;53;SAINT BROLADRE;-1.6509056;48.562572
SSP00008760101;Ancienne décharge de Saint Broladre;ROUTE DE SAINT BROLADRE;35610;35248;35;53;SAINS;-1.6045821;48.55259
SSP00008720101;Ancienne décharge du Pin;LE PIN;35610;35222;35;53;PLEINE FOUGERES;-1.5951905;48.539932
SSP00008890101;Ancienne décharge de la Janaie;LA JANAIE;35120;35010;35;53;BAGUER PICAN;-1.7196654;48.554707
SSP00008740101;Ancienne décharge du Chesnay;LE CHESNAY;35610;35222;35;53;PLEINE FOUGERES;-1.5857254;48.529278
SSP00008080101;Ancienne décharge de Launay;LAUNAY;35430;35284;35;53;SAINT JOUAN DES GUERETS;-1.9616216;48.59655
SSP00009860101;Ancienne décharge de L'ivenais;MON REPOS;35730;35228;35;53;PLEURTUIT;-2.0740983;48.60444
SSP00008070101;Ancienne décharge du Bulot;LE BULOT;35430;35279;35;53;SAINT GUINOUX;-1.8774053;48.57478
SSP00009990101;Ancienne décharge du Bois Gerouin;LE BOIS GÉROUIN;35610;35354;35;53;VIEUX VIEL;-1.5369693;48.513744
SSP00008200101;Ancienne décharge de Bellevent;BELLEVENT;35430;35306;35;53;SAINT PERE;-1.9175688;48.575195
SSP00008190101;Ancienne décharge du Fort Saint-Père;LE FORT SAINT-PÈRE;35430;35306;35;53;SAINT PERE;-1.9252337;48.567238
SSP00011410101;Ancienne décharge du Port à la Duc;PORT À LA DUC;22240;22179;22;53;FREHEL;-2.3425143;48.61612
SSP00009950101;Ancienne décharge du Pont du Chat;LE PONT DU CHAT;35460;35303;35;53;SAINT OUEN LA ROUERIE;-1.433172;48.466125
SSP00009250101;Ancienne décharge de la Motte;LA MOTTE;35120;35104;35;53;EPINIAC;-1.6985804;48.50766
SSP00047190101;Ancienne décharge des Cloissiaux;LES CLOISSIAUX;22750;22302;22;53;SAINT JACUT DE LA MER;-2.18694;48.581112
SSP00008020101;Ancienne décharge de Jaunas de Boitre;JAUNAS DE BOITRE;35540;35224;35;53;PLERGUER;-1.8139899;48.517693
